,membership_category,avg_transaction_value,points_in_wallet,feedback,churn_risk_score
19696,Platinum Membership,14411.91,763.04,Poor Customer Service,0
19697,No Membership,2678.79,625.45,Poor Customer Service,1
19698,Silver Membership,6958.63,973.4032192789192,Products always in Stock,0
19699,Premium Membership,57906.09,0.0,User Friendly Website,0
19700,Basic Membership,7860.94,711.96,Poor Product Quality,1
19701,Silver Membership,37020.54,679.44,Too many ads,1
19702,No Membership,24022.34,534.41,No reason specified,1
19703,Basic Membership,35948.39,0.0,Poor Website,1
19704,Basic Membership,46926.5,562.94,No reason specified,1
19705,Gold Membership,38723.78,718.92,Poor Customer Service,1
19706,No Membership,23301.27,690.45,Poor Customer Service,1
19707,Basic Membership,23104.83,0.0,Poor Website,1
19708,Gold Membership,48923.42,743.49,Poor Website,0
19709,Basic Membership,16853.63,638.93,Too many ads,1
19710,Platinum Membership,37354.38,0.0,Too many ads,0
19711,Platinum Membership,41884.89,0.0,Poor Customer Service,0
19712,No Membership,38660.42,511.01,Too many ads,1
19713,Gold Membership,45693.75,673.98,Too many ads,1
19714,Silver Membership,15290.52,774.6,Poor Product Quality,0
19715,Basic Membership,33931.64,583.54,Poor Product Quality,1
19716,No Membership,16009.1,616.89,Poor Website,1
19717,Platinum Membership,80845.91,799.05,Quality Customer Care,0
19718,Basic Membership,7401.51,0.0,Poor Website,1
19719,Silver Membership,29187.72,668.09,No reason specified,1
19720,Platinum Membership,39154.22,0.0,Poor Product Quality,0
19721,Silver Membership,20200.03,646.36,No reason specified,1
19722,No Membership,5735.82,644.23,Poor Customer Service,1
19723,Platinum Membership,24909.16,0.0,No reason specified,0
19724,Gold Membership,2425.15,726.5117479273591,No reason specified,0
19725,No Membership,26452.11,632.83,Too many ads,1
19726,Basic Membership,14977.59,615.23,Too many ads,1
19727,Gold Membership,23223.88,647.81,Poor Website,0
19728,Basic Membership,19748.02,621.95,Too many ads,1
19729,Premium Membership,7950.23,728.01,Poor Customer Service,0
19730,Basic Membership,4985.84,550.12,Poor Customer Service,1
19731,No Membership,34342.81,618.38,Too many ads,1
19732,Gold Membership,7225.06,640.73,No reason specified,1
19733,No Membership,13174.37,701.52,Poor Customer Service,1
19734,Basic Membership,34817.12,509.84,Poor Customer Service,1
19735,No Membership,26161.75,621.74,No reason specified,1
19736,Platinum Membership,6197.7,1122.0835773543206,Poor Customer Service,0
19737,No Membership,39100.73,167.7065386420478,Too many ads,1
19738,Silver Membership,16112.19,642.1,Poor Customer Service,1
19739,No Membership,10090.88,607.89,Too many ads,1
19740,No Membership,22468.31,653.64,Too many ads,1
19741,Platinum Membership,53639.15,1135.2681960625282,Reasonable Price,0
19742,Premium Membership,1084.24,765.27,Poor Website,0
19743,Basic Membership,48534.77,573.83,Poor Customer Service,1
19744,Gold Membership,15043.92,715.59,Too many ads,0
19745,No Membership,14734.48,570.79,Poor Customer Service,1
19746,Basic Membership,20636.54,695.0,Too many ads,1
19747,Basic Membership,18592.67,942.6559774233413,Too many ads,1
19748,Gold Membership,13334.4,1186.1532506183032,User Friendly Website,0
19749,No Membership,13264.13,504.02,Poor Website,1
19750,Basic Membership,11366.68,263.0838421504784,No reason specified,1
19751,No Membership,18509.8,863.1726074697168,Too many ads,1
19752,No Membership,5357.89,644.34,No reason specified,1
19753,Platinum Membership,12999.18,747.15,Poor Customer Service,0
19754,Basic Membership,21666.76,911.7843610720058,Poor Customer Service,1
19755,Basic Membership,8403.62,1048.8539466311267,Too many ads,1
19756,Platinum Membership,67557.37,1114.6440936520848,Reasonable Price,0
19757,Platinum Membership,15804.93,837.98,Quality Customer Care,0
19758,Basic Membership,49319.43,0.0,Poor Customer Service,0
19759,Premium Membership,7408.69,734.54,Poor Product Quality,0
19760,Basic Membership,40594.61,561.27,No reason specified,1
19761,Silver Membership,48900.07,718.66,Poor Product Quality,1
19762,Premium Membership,18924.77,798.55,Poor Website,0
19763,No Membership,47273.19,512.52,Poor Customer Service,0
19764,Basic Membership,21869.57,504.14,Poor Customer Service,1
19765,No Membership,46856.76,696.01,Poor Product Quality,1
19766,Gold Membership,22407.75,0.0,Reasonable Price,0
19767,Silver Membership,17012.74,729.24,Products always in Stock,0
19768,No Membership,42808.17,696.71,Poor Website,1
19769,Silver Membership,11843.86,687.99,Poor Customer Service,1
19770,Platinum Membership,18451.67,722.88,Quality Customer Care,0
19771,Gold Membership,3627.95,753.84,Poor Product Quality,0
19772,Platinum Membership,57665.46,794.49,Quality Customer Care,0
19773,No Membership,15136.8,640.34,No reason specified,1
19774,Silver Membership,37228.11,629.14,No reason specified,1
19775,Premium Membership,92056.67,762.15,Quality Customer Care,0
19776,Gold Membership,84548.31,945.7686611199944,Reasonable Price,0
19777,Basic Membership,17421.28,606.65,Too many ads,1
19778,Platinum Membership,33208.6,353.9902178119497,Poor Customer Service,0
19779,Gold Membership,21743.72,702.63,Poor Website,1
19780,Basic Membership,20099.56,637.08,Poor Product Quality,1
19781,Gold Membership,43203.36,759.73,Poor Product Quality,0
19782,Premium Membership,37322.76,782.56,Poor Product Quality,0
19783,Gold Membership,33307.54,722.24,User Friendly Website,0
19784,No Membership,5329.46,544.39,No reason specified,1
19785,Gold Membership,44036.97,526.8918078916774,No reason specified,0
19786,Premium Membership,27649.3,848.19,User Friendly Website,0
19787,Gold Membership,24032.73,491.73923414818415,Poor Product Quality,0
19788,Basic Membership,35595.43,674.79,Poor Website,1
19789,Platinum Membership,3743.89,546.8618535981922,No reason specified,0
19790,Premium Membership,28427.91,716.98,Poor Product Quality,0
19791,No Membership,42435.35,701.25,Poor Website,1
19792,Silver Membership,45748.86,967.4598961681036,Poor Website,1
19793,Basic Membership,25712.27,0.0,Poor Customer Service,1
19794,No Membership,2787.56,706.43,Too many ads,1
19795,Silver Membership,1778.56,719.37,Too many ads,0
19796,Platinum Membership,33979.44,727.86,Products always in Stock,0
19797,Basic Membership,47460.8,680.63,Poor Customer Service,1
19798,Basic Membership,27709.27,623.72,Poor Customer Service,1
19799,Premium Membership,28161.37,784.76,Too many ads,0
19800,Silver Membership,26109.33,750.28,Poor Product Quality,0
19801,Basic Membership,45684.39,690.74,No reason specified,1
19802,Gold Membership,14904.54,705.5,Too many ads,0
19803,Platinum Membership,14996.02,783.13,No reason specified,0
19804,No Membership,4761.14,649.01,Too many ads,1
19805,Basic Membership,3821.79,878.4205741641039,No reason specified,1
19806,Gold Membership,3166.22,762.76,Quality Customer Care,0
19807,Silver Membership,44210.32,792.65,Poor Product Quality,0
19808,No Membership,15202.4,514.27,Poor Customer Service,1
19809,Basic Membership,24821.19,546.16,Poor Website,1
19810,Basic Membership,27277.68,639.51,No reason specified,1
19811,Basic Membership,13807.13,699.93,Poor Customer Service,1
19812,Gold Membership,1952.94,766.4,No reason specified,0
19813,Basic Membership,9540.06,503.23,Too many ads,1
19814,Silver Membership,2244.27,282.3189855182107,No reason specified,0
19815,Basic Membership,21337.6,346.2235568255485,No reason specified,1
19816,No Membership,27398.89,618.15,No reason specified,1
19817,Premium Membership,58867.49,837.21,Quality Customer Care,0
19818,No Membership,6936.4,616.9,Too many ads,1
19819,Basic Membership,12006.43,515.18,No reason specified,1
19820,Silver Membership,35921.82,745.89,Poor Customer Service,0
19821,No Membership,37310.44,656.28,Poor Customer Service,1
19822,Silver Membership,32270.42,711.41,Too many ads,0
19823,Basic Membership,3011.66,636.52,Poor Website,1
19824,Platinum Membership,41425.45,1330.3134380143674,Reasonable Price,0
19825,No Membership,23265.94,1379.6146912806362,Poor Website,1
19826,Premium Membership,4532.09,724.19,No reason specified,0
19827,No Membership,28724.29,679.25,Poor Website,1
19828,Basic Membership,5889.33,571.83,No reason specified,1
19829,Premium Membership,10702.96,776.23,Poor Product Quality,0
19830,Gold Membership,42696.17,706.72,Poor Website,0
19831,Gold Membership,40514.63,789.5,Too many ads,0
19832,Premium Membership,45087.4,790.42,Poor Product Quality,0
19833,No Membership,25152.38,655.21,Poor Customer Service,1
19834,Basic Membership,24866.91,323.39386650415526,No reason specified,1
19835,Platinum Membership,12492.81,751.02,Poor Customer Service,0
19836,No Membership,45698.28,658.23,No reason specified,1
19837,Gold Membership,23663.21,734.05,Too many ads,0
19838,No Membership,42841.42,668.88,Poor Website,1
19839,Gold Membership,14289.76,639.18,Too many ads,1
19840,No Membership,871.64,651.78,Poor Product Quality,1
19841,Basic Membership,37301.28,885.2729520853766,Too many ads,1
19842,Gold Membership,22079.09,0.0,Too many ads,0
19843,Premium Membership,48862.76,746.18,Poor Product Quality,0
19844,Gold Membership,28618.07,432.9418194524369,Quality Customer Care,0
19845,Gold Membership,17802.42,794.09,Products always in Stock,0
19846,Gold Membership,41198.38,0.0,Poor Product Quality,0
19847,Silver Membership,14506.56,0.0,No reason specified,0
19848,Gold Membership,90796.23,823.46,Reasonable Price,0
19849,Gold Membership,18407.79,807.06,User Friendly Website,0
19850,No Membership,21431.97,305.9841128343959,Poor Product Quality,1
19851,No Membership,26626.0,233.75615743753715,Too many ads,1
19852,Premium Membership,36326.75,788.99,Poor Website,0
19853,No Membership,19265.09,0.0,Poor Product Quality,1
19854,No Membership,31044.43,0.0,Too many ads,1
19855,Basic Membership,24462.35,565.22,Poor Website,1
19856,Premium Membership,43007.21,732.8,Poor Website,0
19857,Gold Membership,25996.32,783.78,Too many ads,0
19858,Silver Membership,8742.84,0.0,No reason specified,0
19859,Basic Membership,33246.01,0.0,Poor Product Quality,1
19860,No Membership,14163.25,590.34,Poor Product Quality,1
19861,Basic Membership,11833.62,640.63,No reason specified,1
19862,Basic Membership,47684.82,621.08,No reason specified,1
19863,No Membership,19039.87,649.0,Poor Customer Service,1
19864,No Membership,47660.34,654.15,Poor Website,1
19865,Basic Membership,20452.55,1188.0005718807995,Poor Customer Service,1
19866,Platinum Membership,84175.71,844.33,User Friendly Website,0
19867,Basic Membership,13467.93,612.71,Poor Customer Service,1
19868,Platinum Membership,38190.85,1243.1540185306258,Poor Customer Service,0
19869,Platinum Membership,7640.04,714.22,Products always in Stock,0
19870,Silver Membership,2851.47,611.1,Poor Product Quality,1
19871,Basic Membership,42103.75,661.56,Poor Product Quality,1
19872,Gold Membership,24412.16,1128.4671975374608,Too many ads,0
19873,Gold Membership,86168.45,1701.4106672388014,User Friendly Website,0
19874,No Membership,38591.87,0.0,Poor Product Quality,1
19875,No Membership,44474.62,602.72,Poor Website,1
19876,Silver Membership,15439.85,0.0,Too many ads,1
19877,Basic Membership,15289.47,967.0299180093092,Too many ads,1
19878,No Membership,9873.2,565.48,Poor Product Quality,1
19879,No Membership,20166.38,903.790183814452,Poor Product Quality,1
19880,Premium Membership,39102.74,785.36,Poor Customer Service,0
19881,No Membership,38000.91,686.7,No reason specified,1
19882,Platinum Membership,31329.72,736.5,Poor Product Quality,0
19883,Silver Membership,19264.37,683.07,No reason specified,1
19884,Silver Membership,28861.2,718.24,Reasonable Price,0
19885,No Membership,19713.48,439.2613591568873,No reason specified,1
19886,Premium Membership,57465.28,759.57,Products always in Stock,0
19887,Platinum Membership,36382.58,749.17,No reason specified,0
19888,No Membership,31368.57,624.87,Poor Product Quality,1
19889,Silver Membership,23340.54,719.26,Too many ads,1
19890,Silver Membership,24274.08,693.91,No reason specified,1
19891,Gold Membership,37632.04,959.5531607335656,Poor Product Quality,1
19892,No Membership,17921.21,620.85,Poor Website,1
19893,Silver Membership,71004.02,762.2,Products always in Stock,0
19894,Premium Membership,27417.93,963.9677342672128,Products always in Stock,0
19895,No Membership,33087.91,680.7,Poor Product Quality,1
19896,Gold Membership,37115.53,663.66,Poor Customer Service,1
19897,Platinum Membership,31324.85,756.71,Poor Product Quality,0
19898,Gold Membership,1617.76,283.9365365370814,No reason specified,1
19899,Basic Membership,17800.2,519.92,Poor Product Quality,1
19900,No Membership,48104.04,0.0,Poor Customer Service,1
19901,No Membership,22400.66,400.2594112640343,Poor Customer Service,1
19902,Silver Membership,16186.76,633.22,Poor Customer Service,1
19903,Silver Membership,20161.37,761.22,Poor Product Quality,0
19904,Platinum Membership,18036.47,0.0,Poor Website,0
19905,Platinum Membership,24296.02,722.48,Reasonable Price,0
19906,Silver Membership,45855.37,474.6634566208087,Poor Customer Service,0
19907,Silver Membership,24484.46,439.55632423708914,Quality Customer Care,0
19908,Premium Membership,22397.3,288.41346365614584,Poor Product Quality,0
19909,Platinum Membership,40426.42,0.0,Reasonable Price,0
19910,Platinum Membership,21938.88,835.01,Products always in Stock,0
19911,No Membership,9270.3,643.79,No reason specified,1
19912,Silver Membership,20724.79,180.6048018825891,Products always in Stock,0
19913,Gold Membership,18118.36,794.91,Too many ads,0
19914,Silver Membership,3459.41,650.91,Poor Website,1
19915,No Membership,34975.98,811.8542004700296,Poor Product Quality,1
19916,Basic Membership,28466.23,652.66,Too many ads,1
19917,No Membership,6199.82,970.4945987010876,Poor Website,1
19918,Premium Membership,14640.74,797.7,Poor Customer Service,0
19919,No Membership,42534.17,687.33,Too many ads,1
19920,Silver Membership,29901.27,780.73,Poor Website,0
19921,Premium Membership,33372.79,749.93,Too many ads,0
19922,Basic Membership,7289.15,321.5460356421605,Poor Website,1
19923,Basic Membership,13510.09,0.0,No reason specified,1
19924,Premium Membership,36312.55,724.53,Poor Website,0
19925,Silver Membership,19774.85,623.83,Poor Product Quality,1
19926,Basic Membership,9185.12,716.94,Poor Customer Service,1
19927,Basic Membership,37237.22,0.0,No reason specified,1
19928,Basic Membership,40198.84,609.38,Poor Website,1
19929,Gold Membership,36539.43,758.48,Too many ads,0
19930,Silver Membership,14597.88,0.0,No reason specified,0
19931,No Membership,5540.6,695.23,Poor Website,1
19932,Gold Membership,1313.11,733.13,Products always in Stock,0
19933,No Membership,6820.58,0.0,Poor Product Quality,1
19934,Platinum Membership,26486.51,745.57,Poor Customer Service,0
19935,Basic Membership,39875.41,646.18,Poor Website,1
19936,Basic Membership,37195.12,626.7,Poor Product Quality,1
19937,No Membership,12296.12,669.8,Poor Customer Service,1
19938,Basic Membership,48857.95,685.95,No reason specified,1
19939,Silver Membership,18342.84,787.43,Poor Product Quality,0
19940,Platinum Membership,99394.59,786.75,Reasonable Price,0
19941,No Membership,9583.43,653.99,Poor Customer Service,1
19942,Gold Membership,31820.44,675.27,No reason specified,1
19943,No Membership,29550.11,634.48,Too many ads,1
19944,Basic Membership,18623.37,643.58,Too many ads,1
19945,Premium Membership,54480.08,428.6001029795992,Products always in Stock,0
19946,Silver Membership,9941.79,615.51,Poor Product Quality,1
19947,Silver Membership,3797.87,1020.0728192066316,Quality Customer Care,0
19948,Premium Membership,45974.07,0.0,Poor Customer Service,0
19949,No Membership,45694.95,589.66,No reason specified,1
19950,No Membership,20954.87,650.95,Poor Website,1
19951,No Membership,41256.75,1003.557580707954,Too many ads,1
19952,No Membership,27070.36,0.0,Poor Customer Service,1
19953,Gold Membership,1183.25,633.63,Poor Website,1
